id,division,district,highest_dispo_charge,last_event_result,number,highest_charge,highest_charge_mod,complaint_year,next_pending_event,offense_date,sentencing,final_disposition,unit,event_of_final_dispo,drug,drug_patient,drug_res,full,incar,incar_county,incar_life,incar_prison,incr_local,prob,prob_formal,prob_sum,prog,prog_child,prog_dv,work,work_furl,work_pub,work_vol
768,South Bay Branch,South County,VC20001(a),Order to Show Cause - Admits - Revoked- Reinstated,CS256283,VC20001(a),,2012,,00:00.0,Local Custody: 180 Days - Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,180,,,,,1095,1095,,,,,,,,
144,Superior Court,Central,VC20001(a),Probation Modification Hearing - Granted,CD246770,VC20001(a),,2013,,00:00.0,Local Custody: 180 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,180,,,,,1095,1095,,,,,,,,
152,Superior Court,Central,VC21651(b),Sentencing Hearing  - Probation Granted Formal,CD248210,VC20001(a),,2013,,00:00.0,Local Custody: 180 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,180,,,,,1095,1095,,,,,,,,
190,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CD252928,VC20001(a),,2013,,00:00.0,Local Custody: 180 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,180,,,,,1095,1095,,,,,,,,
284,East County Branch,East County,VC2800.4,Sentencing Hearing  - Probation Granted Formal,CE330215,VC2800.2(a),,2013,,00:00.0,Local Custody: 180 Days - Probation Formal: 3 Years,Pled Guilty Felony,East County Branch,Preliminary Exam Readiness,,,,,180,,,,,1095,1095,,,,,,,,
671,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Formal,CN330958,VC23153(a),alcohol,2014,,00:00.0,Local Custody: 180 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,180,,,,,1095,1095,,,,,,,,
765,Family Protection,South County,"PC245(a)(4), force",Sentencing after Revocation - Probation Reinstated,CS254784,PC245(a)(4),force,2012,,00:00.0,Local Custody: 180 Days - Probation Formal: 3 Years - DVRP - DV Recovery Program: 12 Months (+ more),Pled Guilty Felony,Domestic Violence,Preliminary Exam Readiness,,,,,180,,,,,1095,1095,,365,,365,,,,
145,Superior Court,Central,VC20001(b)(2),Probation Modification Hearing - Granted,CD247161,VC20001(b)(2),,2013,,00:00.0,Local Custody: 180 Days - Probation Formal: 3 Years - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,180,,,,,2190,2190,,,,,,,,
553,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Formal,CN307647,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 180 Days - Probation Formal: 3 Years - Probation Summary: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,180,,,,,2920,1095,1825,,,,,,,
229,East County Branch,East County,VC20001(a),Further Proceedings - Action Taken,CE298697,VC20001(a),,2010,,00:00.0,Local Custody: 180 Days - Probation Formal: 3 Years - Public Work Service: 20 Days,Pled Guilty Felony,East County Branch,Felony Readiness Conference,,,,,180,,,,,1095,1095,,,,,20,,20,
504,North County Branch,North County,VC20001(a),Probation Modification Hearing - Denied,CN294043,VC20001(a),,2011,,00:00.0,Local Custody: 180 Days - Probation Formal: 3 Years - Public Work Service: 20 Days,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,180,,,,,1095,1095,,,,,20,,20,
686,South Bay Branch,South County,VC20001(a),Further Proceedings - Action Taken,CS226047,VC20001(a),,2009,,00:00.0,Local Custody: 180 Days - Probation Formal: 3 Years - Public Work Service: 30 Days,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,180,,,,,1095,1095,,,,,30,,30,
176,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CD251159,VC20001(a),,2013,,00:00.0,Local Custody: 180 Days - Probation Formal: 3 Years - Public Work Service: 30 Days,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,180,,,,,1095,1095,,,,,30,,30,
75,Superior Court,Central,VC20001(a),Further Proceedings - Action Taken,CD232978,VC20001(a),,2011,,00:00.0,Local Custody: 180 Days - Probation Formal: 3 Years - Volunteer Work Service: 120 Hours,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,180,,,,,1095,1095,,,,,0,,,0
797,Family Protection,South County,PC273a(a),Sentencing Hearing  - Probation Granted Formal,CS268404,PC273a(a),,2013,,00:00.0,Local Custody: 180 Days - Probation Formal: 4 Years,Pled Guilty Felony,Family Protection - Child Abuse,Preliminary Exam Readiness,,,,,180,,,,,1460,1460,,,,,,,,
313,North County Branch,North County,"VC23153(a), alcohol",Probation Modification Hearing - Granted,CN258142,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,180,,,,,1825,1825,,,,,,,,
342,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN263558,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,180,,,,,1825,1825,,,,,,,,
702,South Bay Branch,South County,VC23153(b),Felony Other Motion Hearing - Granted,CS231482,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam,,,,,180,,,,,1825,1825,,,,,,,,
41,Superior Court,Central,"VC23153(a), alcohol",Restitution Status Review Hearing - Restitution Set,CD226331,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,180,,,,,1825,1825,,,,,,,,
394,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Formal,CN273156,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,180,,,,,1825,1825,,,,,,,,
246,East County Branch,East County,VC23153(b),Probation Modification Hearing - Granted,CE309730,VC23153(a),alcohol,2011,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,East County Branch,Preliminary Exam Readiness,,,,,180,,,,,1825,1825,,,,,,,,
752,South Bay Branch,South County,"VC23153(a), combine",Sentencing after Revocation - Probation Reinstated,CS248947,VC23153(a),combine,2011,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam,,,,,180,,,,,1825,1825,,,,,,,,
106,Superior Court,Central,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CD239360,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,180,,,,,1825,1825,,,,,,,,
116,Superior Court,Central,"VC23153(a), alcohol",Sentencing after Revocation - Probation Reinstated,CD240432,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Felony Jury Trial,,,,,180,,,,,1825,1825,,,,,,,,
277,East County Branch,East County,VC23153(b),Probation Modification Hearing - Continued,CE324466,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,East County Branch,Preliminary Exam Readiness,,,,,180,,,,,1825,1825,,,,,,,,
545,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN305989,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,180,,,,,1825,1825,,,,,,,,
148,Superior Court,Central,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CD247892,VC23153(a),alcohol,2013,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,180,,,,,1825,1825,,,,,,,,
157,Superior Court,Central,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CD248676,VC23153(a),alcohol,2013,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,180,,,,,1825,1825,,,,,,,,
591,North County Branch,North County,"VC23153(a), alcohol",Order to Show Cause - Admits - Revoked- Reinstated,CN315575,VC23153(a),alcohol,2013,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,180,,,,,1825,1825,,,,,,,,
633,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Granted Formal,CN323352,VC23153(a),alcohol,2013,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,180,,,,,1825,1825,,,,,,,,
661,North County Branch,North County,"VC23153(a), alcohol",Further Proceedings - Action Taken,CN327870,VC23153(a),alcohol,2014,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,180,,,,,1825,1825,,,,,,,,
802,South Bay Branch,South County,"VC23153(a), alcohol",Restitution Status Review Hearing - Continued,CS270576,VC23153(a),alcohol,2014,Restitution Status Review Hearing,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,180,,,,,1825,1825,,,,,,,,
712,South Bay Branch,South County,"VC23153(a), alcohol",Evidentiary Hearing (Probation) - Admits - Revoked- Reinstated,CS233857,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch - OTS Grant,Felony Jury Trial,,,,,180,,,,,3650,3650,,,,,,,,
536,North County Branch,North County,VC23153(b),Sentencing after Revocation - Probation Reinstated,CN303396,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years - Public Work Service: 15 Days,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,180,,,,,1825,1825,,,,,15,,15,
568,North County Branch,North County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CN310353,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years - Public Work Service: 25 Days,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,180,,,,,1825,1825,,,,,25,,25,
36,Superior Court,Central,"VC23153(a), alcohol","Further Proceedings - FTA, Bench Warrant",CD225243,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years - Public Work Service: 30 Days,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,180,,,,,1825,1825,,,,,30,,30,
127,Superior Court,Central,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CD242541,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years - Residential Drug Treatment,Pled Guilty Felony,Superior Court,Felony Readiness Conference,,,,,180,,,,,1825,1825,,,,,,,,
185,Superior Court,Central,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CD252468,VC23153(a),alcohol,2013,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years - Residential Drug Treatment,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,180,,,,,1825,1825,,,,,,,,
683,South Bay Branch,South County,"VC23153(a), alcohol",Order to Show Cause - Admits - Revoked,CS225262,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years - Residential Drug Treatment: 180 Days,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,180,,180,,180,,,,,1825,1825,,,,,,,,
214,East County Branch,East County,"VC23153(a), alcohol",Probation Modification Hearing - Denied,CE289074,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 180 Days - Probation Formal: 5 Years - Work Furlough: 180 Days,Pled Guilty Felony,East County Branch,Felony Readiness Conference,,,,,180,,,,,1825,1825,,,,,180,180,,
105,Superior Court,Central,VC20001(a),Restitution Status Review Hearing - In Compliance,CD238945,VC20001(a),,2012,,00:00.0,Local Custody: 180 Days - Probation Summary: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam,,,,,180,,,,,1095,,1095,,,,,,,
171,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Summary,CD250806,VC20001(a),,2013,,00:00.0,Local Custody: 180 Days - Probation Summary: 3 Years - Public Work Service: 10 Days,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,180,,,,,1095,,1095,,,,10,,10,
238,East County Branch,East County,VC20001(a),Probation Modification Hearing - Granted,CE305951,VC20001(a),,2010,,00:00.0,Local Custody: 180 Days - Probation Summary: 3 Years - Volunteer Work Service: 80 Hours,Pled Guilty Felony,East County Branch,Felony Readiness Conference,,,,,180,,,,,1095,,1095,,,,0,,,0
253,East County Branch,East County,VC20001(a),Restitution Hearing  - Continued,CE314437,VC20001(a),,2011,,00:00.0,Local Custody: 180 Days - Probation Summary: 5 Years,Pled Guilty Felony,East County Branch,Felony Readiness Conference,,,,,180,,,,,1825,,1825,,,,,,,
269,East County Branch,East County,VC20001(a),Sentencing Hearing  - Probation Denied,CE320919,VC20001(a),,2012,,00:00.0,Local Custody: 180 Days - Volunteer Work Service: 150 Hours,Pled Guilty Felony,East County Branch,Felony Jury Trial,,,,,180,,,,,,,,,,,0,,,0
696,South Bay Branch,South County,"VC23153(a), alcohol",Sentencing Hearing  - Probation Granted Formal,CS230458,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 184 Days - Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch,Felony Readiness Conference,,,,,184,,,,,1095,1095,,,,,,,,
316,North County Branch,North County,VC20001(a),Sentencing after Revocation - State Prison,CN258434,VC20001(a),,2009,,00:00.0,Local Custody: 189 Days - Probation Summary: 3 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,189,,,,,1095,,1095,,,,,,,
358,North County Branch,North County,VC20001(a),Further Proceedings - Action Taken,CN266030,VC20001(a),,2009,,00:00.0,Local Custody: 2 Days - Probation Formal: 3 Years - Public Work Service: 10 Days,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,2,,,,,1095,1095,,,,,10,,10,
490,North County Branch,North County,VC23152(a),Sentencing after Revocation - Admits - Revoked,CN292357,VC23153(a),alcohol,2011,,00:00.0,Local Custody: 20 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,20,,,,,1095,1095,,,,,,,,
423,North County Branch,North County,"VC23153(a), alcohol",Sentencing after Revocation - State Prison,CN278524,VC23153(a),alcohol,2010,,00:00.0,Local Custody: 20 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,20,,,,,1825,1825,,,,,,,,
14,Superior Court,Central,VC20001(a),Evidentiary Hearing (Probation) - Admits - Revoked- Reinstated,CD221419,VC20001(a),,2009,,00:00.0,Local Custody: 201 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Felony Jury Trial,,,,,201,,,,,1095,1095,,,,,,,,
268,East County Branch,East County,VC20001(a),Restitution Hearing  - Continued,CE320278,VC20001(a),,2012,,00:00.0,Local Custody: 208 Days - Probation Formal: 3 Years,Pled Guilty Felony,East County Branch,Felony Readiness Conference,,,,,208,,,,,1095,1095,,,,,,,,
308,North County Branch,North County,"VC23153(a), alcohol",Further Proceedings - Action Taken,CN257180,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 210 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,210,,,,,1095,1095,,,,,,,,
565,North County Branch,North County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CN309551,VC20001(a),,2012,,00:00.0,Local Custody: 216 Days - Probation Formal: 3 Years,Pled Guilty Felony,North County Branch,Felony Readiness Conference,,,,,216,,,,,1095,1095,,,,,,,,
378,North County Branch,North County,VC23153(b),Sentencing Hearing  - Probation Denied,CN269957,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 232 Days,Pled Guilty Felony,North County Branch,Preliminary Exam,,,,,232,,,,,,,,,,,,,,
220,East County Branch,East County,VC20001(a),Sentencing after Revocation - State Prison,CE294288,VC20001(a),,2009,,00:00.0,Local Custody: 240 Days - Probation Formal: 3 Years,Pled Guilty Felony,East County Branch,Preliminary Exam,,,,,240,,,,,1095,1095,,,,,,,,
233,East County Branch,East County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CE302906,VC20001(a),,2010,,00:00.0,Local Custody: 240 Days - Probation Formal: 3 Years,Pled Guilty Felony,East County Branch,Felony Readiness Conference,,,,,240,,,,,1095,1095,,,,,,,,
149,Superior Court,Central,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CD247939,VC20001(a),,2013,,00:00.0,Local Custody: 240 Days - Probation Formal: 3 Years,Pled Guilty Felony,Superior Court,Preliminary Exam,,,,,240,,,,,1095,1095,,,,,,,,
787,South Bay Branch,South County,VC20001(a),Further Proceedings - Action Taken,CS262387,VC20001(a),,2013,,00:00.0,Local Custody: 240 Days - Probation Formal: 3 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,240,,,,,1095,1095,,,,,,,,
324,North County Branch,North County,"VC23153(a), alcohol",Order to Show Cause - Admits - Revoked- Reinstated,CN259917,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 240 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,240,,,,,1825,1825,,,,,,,,
352,North County Branch,North County,VC23153(b),Sentencing after Revocation - Admit / Probation Revoked,CN265341,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 240 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,240,,,,,1825,1825,,,,,,,,
235,Family Protection,East County,PC273.5(a),Sentencing after Revocation - State Prison,CE303721,PC273.5(a),,2010,,00:00.0,Local Custody: 240 Days - Probation Formal: 5 Years,Pled Guilty Felony,Domestic Violence,Felony Jury Trial,,,,,240,,,,,1825,1825,,,,,,,,
460,North County Branch,North County,VC23153(b),Restitution Status Review Hearing - Restitution Set,CN286479,VC23153(a),alcohol,2011,,00:00.0,Local Custody: 240 Days - Probation Formal: 5 Years,Pled Guilty Felony,North County Branch,Preliminary Exam Readiness,,,,,240,,,,,1825,1825,,,,,,,,
135,Superior Court,Central,"VC23153(a), alcohol",Probation Modification Hearing - Granted,CD244809,VC23153(a),alcohol,2012,,00:00.0,Local Custody: 240 Days - Probation Formal: 5 Years,Pled Guilty Felony,Superior Court,Preliminary Exam Readiness,,,,,240,,,,,1825,1825,,,,,,,,
784,South Bay Branch,South County,VC20001(a),Sentencing Hearing  - Probation Granted Formal,CS261576,VC20001(a),,2012,,00:00.0,Local Custody: 240 Days - Probation Formal: 5 Years,Pled Guilty Felony,South Bay Branch,Preliminary Exam Readiness,,,,,240,,,,,1825,1825,,,,,,,,
710,South Bay Branch,South County,"VC23153(a), alcohol",Further Proceedings - Action Taken,CS233540,VC23153(a),alcohol,2009,,00:00.0,Local Custody: 240 Days - Probation Formal: 5 Years - Residential Drug Treatment: 120 Days,Pled Guilty Felony,South Bay Branch - OTS Grant,Preliminary Exam Readiness,120,,120,,240,,,,,1825,1825,,,,,,,,
